gene,label
PRPF39,NA
UBR4,NA
DHODH,NA
EBPL,NA
SYNPO2L,0
GJB4,NA
TNNI3K,NA
TNNI3,NA
ATP6V1C2,NA
RPF1,0
KIR3DL2,NA
PDZD7,NA
ARHGAP9,NA
ARL4A,0
THAP5,NA
ECT2,NA
UBR1,NA
OAZ2,NA
RILP,NA
C2CD3,NA
ISYNA1,NA
MXD3,NA
ARHGAP25,NA
MBNL1,NA
ICMT,NA
NDUFA7,NA
CDCA2,0
PNPLA8,NA
GPR17,NA
MTHFD2,0
CDCA4,NA
SGSM1,0
KLHL21,NA
NAP1L2,NA
MIB1,NA
ZNF174,NA
IGF2,NA
BASP1,NA
ZNF692,NA
HELQ,NA
EID1,NA
MTX2,NA
HPN,NA
AKR1C2,NA
ABHD6,0
DNAJC7,0
CMYA5,NA
ZNF345,0
FAP,NA
NPPB,NA
MRPS15,NA
TLN2,NA
ACP5,NA
ACSS2,NA
SLC25A2,NA
TNS1,NA
FAAP100,0
SMDT1,NA
ZNF184,NA
UBP1,NA
RPS27L,NA
RDH10,NA
KIF20B,0
PLEKHB1,NA
NUPL2,0
PI4KA,NA
GEMIN8,NA
SLC5A4,0
PJA2,0
CH25H,NA
BHLHA9,NA
PYGO1,NA
CASC4,0
XPO5,NA
ZNF665,0
AIPL1,NA
ANKS1A,0
RPL37A,NA
RPL37,NA
HK3,NA
RAB23,NA
NSMCE4A,NA
ZMAT4,0
ZBED4,NA
C16orf92,0
RTCA,0
CDK12,1
CPLX4,0
LPIN2,NA
NDFIP2,NA
KMT2D,1
DOT1L,NA
THSD7A,NA
DPYSL3,NA
ARHGEF15,0
CRAMP1,0
RAB6B,NA
SNAP29,NA
TADA2B,NA
CENPT,NA
CENPW,0
MYO1A,NA
AP4B1,NA
SLC26A11,NA
IRX2,NA
FAM185A,0
ZNF253,NA
POC1A,NA
ARHGAP29,NA
DNTT,NA
IPO7,NA
HPD,NA
BRIX1,0
SLC1A3,NA
AMOTL1,NA
DDHD1,NA
GNPTG,0
SLF1,0
CELF5,NA
RAB39B,NA
CHRM5,NA
ECD,NA
NEXN,NA
SYNPO2,0
SDAD1,0
LIN54,NA
CSRNP2,0
PHKA2,NA
FLCN,1
TGM5,NA
MOSPD2,0
PRDM5,NA
ACBD5,NA
FOXJ3,NA
KIF5C,NA
FAM107A,NA
ZNF44,NA
XCL2,NA
CDK20,NA
LRRC3B,0
NDC1,0
ZNF483,NA
KCNA3,NA
TM4SF4,NA
TMEM234,0
ENOX2,NA
ENOX1,NA
ESM1,NA
RBM25,NA
FANCB,NA
POLA2,0
ARHGAP28,NA
SENP5,NA
NT5C3A,NA
ZNF223,0
MPC2,0
NDUFAF6,NA
ZDHHC11,0
MCPH1,NA
PARP3,NA
SLC35E1,0
ALPK3,NA
TUBB6,NA
SEC24A,NA
TAF2,NA
TMPO,NA
GPR143,NA
NAT8L,NA
TXNL1,NA
FBN3,0
CHD7,NA
PPP1R10,NA
SOX8,NA
ANGPTL2,NA
ORC1,NA
KLF2,NA
PIBF1,NA
KAT6A,1
YPEL2,NA
MRC2,NA
SYT15,NA
PLA2G2A,NA
RIPPLY2,NA
RAB43,0
GBP5,NA
TNPO3,NA
SCARA5,NA
MRPL42,NA
WASF2,NA
RASD2,NA
KCTD15,NA
SPANXD,NA
IFT46,0
SLC18A2,NA
NEUROD1,NA
KIF18A,NA
MYBPC1,NA
KLF3,NA
TPRN,NA
KLK8,NA
SRGAP3,1
SEC63,NA
PNMA3,NA
FRMPD4,NA
DHX38,NA
FBLN5,NA
CD3EAP,NA
HDHD3,0
SREBF1,NA
FAM173A,0
MOCS3,0
DOC2A,NA
TUBB1,NA
NEUROD4,NA
ZDHHC7,NA
CDKL5,NA
SLC9C1,0
KIF4B,NA
CETN1,NA
DRG2,NA
LCE3A,NA
SELE,NA
TACC2,NA
TAF12,NA
REC8,0
MYO1B,NA
LHX2,NA
GRM1,NA
FAM120A,NA
CASS4,0
UTP18,NA
DHX32,NA
HES7,NA
PHETA2,0
CLN8,NA
MCM3AP,NA
CYP2C8,1
NAIF1,0
ITPR2,NA
TRPC4,NA
UFSP2,NA
NFE2L1,NA
SKA3,0
IL17RE,NA
MPZL2,NA
MPZL3,NA
HIGD1C,0
JPH4,0
TTC30A,0
TMC6,NA
INTS13,0
FITM2,0
PTCD2,NA
KIF4A,NA
NUDT3,0
TGM1,NA
AP1S1,NA
POLR2J3,0
AURKAIP1,NA
RNF17,NA
ESS2,NA
MCEMP1,NA
C8A,NA
PMM2,NA
SHPRH,NA
PPP4R3A,NA
SLC8A2,NA
SFMBT1,NA
RNF122,0
PPP2R5B,NA
KYNU,NA
TXNDC17,NA
FSIP2,NA
CKMT2,NA
GLP1R,NA
GRM5,NA
ZNF491,0
ANO9,0
EIF4E3,NA
ARHGAP1,NA
VSIG1,NA
UQCRFS1,NA
TFEC,NA
DCK,NA
GUCY2D,NA
ZNF334,0
CLEC4M,NA
PDK3,NA
ANG,NA
CTDSP2,NA
NEGR1,NA
SRP68,NA
KLHL1,NA
ZXDB,NA
RHPN2,NA
NINJ1,NA
B9D1,NA
TNNT2,NA
PPARGC1B,NA
PLA2G10,NA
CENPV,NA
MYCBPAP,NA
NCLN,0
TM4SF20,NA
SCN1B,NA
RWDD3,NA
MMS22L,NA
BAG5,NA
ATL2,0
GSG1,0
PPM1F,0
SLC25A42,NA
CDHR5,NA
LPAR6,NA
B4GALNT2,0
ADCK5,0
GSAP,NA
PISD,NA
IFI35,NA
HNF4G,NA
NR1I3,NA
PTMS,NA
COQ3,0
SPICE1,NA
RHCG,NA
ELOVL2,NA
ZNF84,0
VNN2,NA
CLDN14,NA
CCDC90B,0
AKAP7,0
MAP1A,NA
ZNF286A,0
SERPINB10,NA
MED20,NA
PPP2R2B,NA
HRNR,NA
PIF1,NA
RPL26L1,0
ATP1B4,0
ONECUT3,NA
ATP6V1B1,0
GRHPR,NA
SUSD3,NA
PAK1IP1,NA
TCEA1,1
CHODL,NA
SLC44A2,NA
WFIKKN2,NA
CBLIF,0
PFAS,NA
FBLN2,1
MED30,NA
FOXJ2,0
MBD6,0
EML5,NA
CEP350,NA
ZNF479,1
ARL6IP5,NA
FARP2,NA
TMEM38B,NA
NEUROD6,NA
SCAP,NA
SOAT2,NA
LUZP1,NA
TAMM41,NA
ABCB6,NA
DNAJC1,NA
USP47,NA
PRPF4,NA
ATP5MF,0
FOXC2,NA
THEM5,NA
MRPL27,NA
ZNF786,0
ZNF133,NA
BCORL1,1
ENTPD8,NA
ZNF580,NA
TMEM255B,0
MRI1,NA
SLC13A5,NA
SCAF1,NA
TRIM11,NA
SLC29A3,NA
HSDL2,0
SERGEF,NA
CLEC1A,NA
DDX42,NA
ME2,NA
CHST13,NA
SETD1B,1
NDUFA10,NA
OSBP,NA
LCLAT1,NA
ARID3B,NA
LMAN2L,NA
AQP12B,0
GSPT1,NA
NUB1,NA
STARD9,NA
GJA4,NA
INSIG1,NA
LAMP1,NA
SCFD1,NA
ARHGDIG,0
KIF5A,NA
TMEM168,0
CNST,NA
CORO7,NA
RAB11FIP4,NA
RECQL5,NA
PPP1R3F,0
CTDP1,NA
PLCD1,NA
HLTF,0
PIK3IP1,NA
LONP1,NA
MS4A6E,NA
GJC3,NA
DLX2,NA
PDX1,NA
MTMR3,NA
EIF2B2,NA
EIF2B4,NA
NPBWR1,NA
FGD5,NA
EPHX2,NA
HEYL,NA
STMN3,NA
DAZ2,NA
TRIP4,NA
PAQR3,NA
FHOD1,NA
DMAC2L,0
EVX2,NA
SRD5A2,1
GM2A,NA
HSD3B1,NA
FAM20B,NA
RHOV,0
MSANTD4,0
RHOQ,NA
GGCX,NA
ZNF536,NA
MARS,NA
FAM114A1,0
TRAPPC9,NA
MED18,NA
ZNF414,0
DNAH3,NA
MBNL3,NA
UTP11,0
TENT2,NA
PODXL,NA
AMBP,NA
C5orf30,NA
ZNF524,0
LTBP1,NA
POU5F1,1
TNNI2,NA
LAMTOR2,NA
GBF1,NA
ACOT2,NA
TMEM143,0
SYPL2,0
KIF14,NA
SSPN,NA
CCDC70,0
TXNL4A,NA
PARP2,NA
PSG1,NA
GRIN2A,1
TEN1,NA
BMP4,NA
STEAP1,0
SHQ1,NA
REXO1,NA
DDX19A,0
MSTN,0
SUDS3,0
EXO1,NA
TMX3,NA
HOXC11,1
UHMK1,0
TAF10,NA
CSDE1,NA
IDS,NA
AKR7A2,NA
AKR7A3,NA
SYNRG,0
CSRP3,NA
ARPC5L,0
MED7,NA
CALU,NA
RGS8,0
LAMP2,NA
ANAPC4,NA
ATP7B,NA
ARHGAP22,NA
ASIC1,0
ACAA1,NA
SULT4A1,NA
PROM2,NA
ACPP,1
SLC34A2,1
GC,NA
LGI3,NA
GAL3ST2,NA
HMGN3,NA
ADGRB1,NA
ADGRA3,NA
ASCL1,NA
KIAA2013,0
IFNL1,NA
GNA14,NA
MTUS1,0
FGF5,NA
IRX6,NA
IL20RB,0
LETM1,NA
CLVS1,NA
MYOF,NA
RUFY3,NA
ACTR8,0
CYB561D1,0
UBE2J2,0
CROT,NA
SLC20A2,NA
MTRF1,NA
ST14,NA
CATSPER2,NA
ZNF396,NA
ARHGAP44,NA
GABRB1,NA
CCDC51,0
RIC3,NA
ANTXR1,NA
ENSA,NA
FLYWCH1,NA
ZNF675,0
ZNF3,NA
VMAC,NA
SERF2,NA
NAV3,NA
MRPL53,NA
SLC9A7,NA
NANOGNB,0
SLC12A5,NA
TAF13,NA
CCDC105,0
DAZ1,0
TBC1D25,NA
CENPC,0
FIGN,NA
SLC7A3,NA
ANKRD2,NA
RHEBL1,0
TMEM88,NA
UGT1A8,NA
TOMM20L,0
CHD6,NA
POLD1,1
IFI30,NA
ELL3,NA
RBM24,NA
NAPRT,0
MAIP1,NA
KLHL3,NA
SLC12A6,NA
DYRK3,NA
ESF1,0
COA6,NA
ZNF609,NA
SLC39A4,NA
UGP2,NA
PIGQ,NA
CCL1,NA
GABRD,NA
ESCO2,NA
ACTL8,0
ZFP57,NA
UGT1A1,NA
GAA,NA
SAP30L,NA
ANKRD37,0
PI16,0
FRG2,NA
TNFRSF19,0
ISOC1,0
SARAF,0
TBX22,NA
GALNT18,NA
DIAPH2,NA
UST,NA
KCNE1,NA
PTGS2,1
C11orf24,NA
SYNM,NA
ANKHD1,NA
CTH,NA
TSPAN15,NA
ASPHD1,0
UCHL3,NA
BARX2,NA
SULT1A1,NA
ADHFE1,NA
DHX29,NA
MRPS12,NA
CSNK1G3,NA
VAMP8,NA
GUSB,NA
C1D,NA
STMN2,NA
CEP41,NA
CACNB4,NA
MBNL2,0
MSRA,NA
ALDH18A1,NA
PDK4,NA
RAB33A,NA
MVB12B,0
TRERF1,NA
NRL,NA
SPAG17,NA
NPC1,NA
HMGCR,NA
NAT2,NA
DNTTIP2,NA
RBM6,NA
NDUFA8,NA
GLIPR1L2,NA
KLHDC1,NA
MKS1,NA
CCNO,NA
SIRT7,NA
NPBWR2,0
SFXN3,NA
MYL7,NA
B4GALT7,NA
TAS2R10,0
KIF20A,NA
MBD5,NA
EXPH5,NA
RAB24,NA
BRK1,NA
CRTC3,1
HOMER1,NA
CLDN6,NA
LARGE2,0
B4GAT1,NA
TOX,NA
CST3,NA
RPS6KL1,0
CACUL1,0
CASQ2,NA
ZNF559,0
SLC39A6,0
ZNF302,0
LPCAT2,0
KLHL2,NA
SIGLEC11,NA
ADGRG7,NA
CGNL1,NA
SCAMP5,NA
TMEM71,0
USP19,NA
SLC25A1,NA
HECW1,NA
FMO3,NA
LBX1,NA
OR51F2,0
MBTPS1,NA
SHISA4,NA
SIRT5,NA
RRM2,NA
CLDN9,NA
SEPT8,NA
HLA-DQA2,NA
GRHL3,NA
ETF1,NA
LSP1,NA
ZNF660,0
CYFIP1,NA
PRCC,1
PENK,NA
BOLA1,NA
FUNDC2,0
NGRN,NA
HBE1,NA
MAP7D1,0
MOK,0
ZFP14,0
VPS41,NA
RAB3D,0
LCE3D,NA
SLC35G5,NA
FKBP2,NA
TACSTD2,NA
ZFPM2,NA
ORAI3,NA
SEMA4G,0
SLC37A1,NA
PAQR5,NA
NDUFAF7,NA
PROKR2,NA
MPHOSPH8,NA
CHCHD10,NA
GTF3C2,0
ANKRD17,NA
PRRX1,1
GJA10,NA
GDPD5,NA
MSC,NA
ST6GALNAC6,NA
HIST1H2BL,NA
CAMTA2,NA
IDI1,NA
UBLCP1,NA
RBMS1,NA
MYL9,NA
CLDN15,NA
PCDHA5,NA
DYNC1I2,NA
ENTPD5,NA
ATP2A3,NA
GOLT1B,NA
AGR3,NA
SIGLECL1,0
EPHA10,NA
HPS6,NA
SRA1,NA
CD83,NA
RBP7,0
ZC3H14,NA
RAB25,NA
DPPA2,NA
ZBTB8B,0
WASHC1,NA
EML4,1
TSR1,NA
FGF13,NA
SMOX,NA
RAB11B,NA
CENPQ,NA
FBLN1,NA
CHST1,NA
ARID3C,0
MYO7B,NA
AGTPBP1,NA
CAP2,NA
THY1,NA
CACNG6,NA
SLFN11,NA
MDN1,NA
ATL1,NA
USP18,NA
CLGN,NA
SLAMF1,NA
CRAT,NA
MRPL2,NA
RPUSD4,NA
ZFP62,NA
YIF1B,0
DGKH,NA
DET1,NA
LYRM2,0
ICAM1,NA
B9D2,NA
NUDT1,NA
DGAT1,NA
DUSP7,NA
LRRC4,NA
NTNG1,NA
TMEM160,0
LCAT,NA
OIT3,NA
ARFGAP3,NA
CARTPT,NA
EID2B,0
IFT52,NA
TGM3,NA
COG7,NA
SEL1L,NA
ENC1,NA
GPR146,0
TRAPPC12,NA
SLC38A2,NA
KCNS3,NA
AVPR1A,NA
ZNRF3,1
TMTC1,NA
BPIFA1,NA
SPNS3,NA
RGS9,NA
TMED5,NA
IPP,NA
DYNC1LI2,0
PFKFB2,NA
KIF13A,NA
UBD,NA
ZSCAN25,0
SMG6,NA
CORO1B,NA
GLUL,NA
ABCA12,NA
TMEM220,NA
STBD1,0
EIF3C,NA
ZNF600,0
FKBP15,NA
UBL4A,NA
HGF,1
SRPX2,NA
WNT7B,NA
TMEM74,NA
AP4S1,NA
KAT8,NA
FUZ,NA
NCOA7,NA
BDH1,NA
PILRB,NA
ATP6V0A2,NA
KLRC4,NA
FAM83D,0
SCG2,NA
SPA17,0
ECM2,NA
IGHD,NA
PRRG4,NA
MFAP1,NA
PLPP1,NA
SLC5A1,NA
C16orf70,0
TAF1C,NA
CC2D1B,0
MICAL1,NA
H2AFV,NA
SLC30A7,NA
UGT2B11,NA
CERS6,NA
GCNT2,NA
BLVRB,NA
SPCS2,0
CDX1,NA
ZMPSTE24,NA
CACNB2,NA
CACNA1C,NA
BEX4,NA
ENPP6,NA
CRY1,NA
MYPN,NA
SLC12A2,NA
HPF1,NA
DPF1,NA
FOLR1,NA
ASRGL1,0
PGAP1,NA
DBR1,NA
ASZ1,NA
HCFC2,NA
AKR1C3,NA
TMUB1,NA
MRPL9,NA
MTPAP,NA
WDR26,NA
CYP2S1,NA
RBP4,NA
CMIP,NA
SPDL1,NA
FAM129A,0
THYN1,NA
ERO1B,0
RYR3,NA
SNX10,NA
CCRL2,NA
RNF187,0
CCDC110,0
IDH3A,NA
ALDH3A1,NA
MBP,NA
MIEN1,NA
ZNF611,0
PCLO,NA
SEC11A,NA
VSIG4,0
CCL22,NA
CLN5,NA
F5,NA
VPS36,NA
AKIRIN2,NA
PILRA,NA
FUCA1,NA
SLC25A48,NA
CREB3L4,NA
MED9,NA
YLPM1,0
N4BP2,1
TMEM45A,NA
OGDH,NA
SH3BGRL3,NA
PDCD7,NA
LAMP5,NA
FANCE,1
ZNF674,NA
NDUFS8,NA
NUP43,NA
ERI1,0
RABEP2,NA
RPP38,NA
SIRT4,NA
DGKD,NA
CNIH2,NA
PCMTD2,0
FRAT1,NA
ZNF383,0
EHF,NA
SARS2,NA
PEX10,NA
GRIN2D,NA
PIGY,NA
SGMS2,NA
PCDHA11,NA
AMPD1,NA
AMPD3,NA
PPIL3,NA
RAB17,NA
KIAA1324,NA
TXNRD3,NA
SLC6A1,NA
UQCRB,NA
PLPPR1,0
HP,NA
HMMR,NA
ZNF280A,0
TRIM47,NA
COMP,NA
ADAMTS12,NA
PRR4,0
MYO18A,NA
AQP8,NA
DNAH2,NA
S1PR2,NA
HPGD,NA
MBTD1,0
PLXNA3,NA
ARID2,1
DLG5,NA
STIM2,NA
FOXRED2,NA
ZNF500,0
CA12,NA
YARS,NA
SLC22A1,NA
FABP1,NA
SSTR3,NA
CHPT1,NA
WAPL,NA
NEK11,NA
TTF1,NA
SPRYD4,0
HSD11B1,NA
HAUS3,NA
OAS2,NA
ZNF695,NA
PHKB,NA
EML3,NA
LOXL2,NA
MARCKSL1,NA
ZNF669,0
LY75,0
SP110,NA
REXO2,NA
HOXD4,NA
SMAP2,NA
KLF16,NA
FMNL2,NA
GDPD2,NA
MRPS25,NA
CNP,NA
DCTPP1,NA
RSPH9,NA
SLC25A24,NA
CHST10,NA
ZNF790,0
TMOD1,0
RALGAPA1,NA
EBF3,NA
GPAM,NA
DCUN1D3,NA
HESX1,NA
TGS1,NA
GLS,NA
IGFBP5,NA
TAC3,NA
CLSTN1,NA
HOXC13,1
ADAM10,NA
TRAPPC1,NA
ARHGAP12,NA
PPP1R3D,NA
NIPSNAP1,NA
CCR8,NA
MYBPH,NA
SCARB1,NA
CLEC12A,NA
INTS2,NA
PER2,NA
PLEKHH2,NA
WDR19,NA
NRSN2,NA
ADGRL3,NA
SMIM5,0
CMTM8,NA
SCGN,0
PSME4,NA
FOXF2,NA
SLC35E2A,0
CD59,NA
MYL3,NA
BARX1,NA
HOXD9,NA
PDE2A,NA
CCT7,NA
APH1B,NA
FAM160A2,0
IBTK,NA
DSE,NA
TMEM154,0
ALKBH5,NA
NSMAF,NA
NUDT10,NA
TEFM,NA
TAF4,NA
ORC3,NA
CDHR3,NA
CYREN,NA
PPFIA3,NA
DENND5A,NA
RNF43,1
PCDHB10,0
PLA2G2F,NA
NBL1,NA
GSG1L,NA
BHLHE41,NA
SLC2A13,NA
SPATS2,NA
ZKSCAN3,NA
NAA25,0
SNTG2,NA
KCTD14,0
SAMD4A,NA
GCC2,NA
TMEM176B,0
MGAT3,NA
CENPO,NA
SLC22A23,NA
NKAIN4,NA
LSR,NA
SUGT1,NA
CABP1,0
FKBP3,NA
BMP3,NA
SLC10A4,0
CDCA7,NA
ASAP3,NA
AP4M1,NA
MAP4K5,NA
GLRX2,NA
MRPS34,NA
STRIP1,NA
PEAK1,NA
RDH13,0
MRPS11,NA
MYH7B,NA
PHYKPL,NA
ZNF789,0
TRIM45,NA
CHCHD4,0
AMY1C,NA
AMY1A,NA
AMY1B,NA
RASSF9,NA
ZNF85,NA
DNER,NA
GABPB2,0
CLTB,NA
SNTB2,NA
KIAA0319L,NA
UQCC1,0
NHLH2,NA
ALG10B,0
EYA4,NA
CAPN10,NA
TIMM23,NA
WNK2,1
OPCML,NA
MICAL3,NA
MCUR1,NA
PLXNA2,NA
CDC42EP4,NA
DDT,NA
TCF21,NA
IMP4,NA
DCAF10,0
BRI3BP,NA
TMEM37,0
EIF4EBP3,NA
ADGRL1,NA
ACADL,NA
CEP131,0
SPAST,NA
NELFE,0
CRYZ,NA
RBMS2,NA
MYCL,1
LGALS4,NA
FGF23,NA
P2RY1,NA
SLC35C1,NA
LACTB,NA
TCEAL7,NA
CSN2,NA
MYBL1,NA
DMP1,NA
ZNF699,NA
SEZ6L2,NA
OASL,NA
ADGRB3,NA
GART,NA
TSPY1,NA
RNF167,NA
GJB3,NA
MGAT4B,NA
TCTN3,NA
NDUFS4,NA
DDAH1,NA
LRMP,NA
FBXO45,NA
ADIPOR1,NA
OLA1,NA
TIMM17A,NA
ACAD8,NA
NOG,NA
TXNDC2,NA
BACE1,NA
PCDHA4,NA
ZNRF4,NA
CLEC2A,NA
BMP15,NA
NFIA,NA
AQP7,NA
SLC5A8,NA
GRM3,1
HRK,NA
RCN3,0
CNTNAP2,1
OR4K17,0
VEPH1,NA
AKAP10,NA
OPRL1,NA
SPECC1L,NA
ZNF653,NA
SLC29A1,NA
EDNRA,NA
PCTP,NA
SPEG,NA
SUSD2,NA
DUSP9,NA
ATPAF1,0
ZNF649,NA
SSBP2,NA
CD300A,0
RGR,NA
PTGER2,NA
CPTP,0
ENO2,NA
ZNF513,NA
MOG,NA
CERS1,NA
UPF3A,NA
PIGT,NA
TBCA,NA
GNS,NA
SYF2,NA
HPGDS,NA
CPNE3,NA
CACNA1S,NA
SLCO3A1,NA
CPSF3,0
CALN1,0
MYH8,NA
FXN,NA
TSPYL5,NA
TBRG1,NA
SIX3,NA
EIF4G3,NA
AFG1L,NA
GRIA4,NA
CTPS2,NA
INTS10,NA
SULT1C2,NA
DHTKD1,NA
CCDC40,NA
BNC2,NA
SF3B5,NA
ANAPC16,NA
ALKBH8,NA
ARSE,NA
TIMM10B,0
TMEM141,0
GBP1,NA
MOXD1,NA
FMNL3,NA
USP21,NA
GPHN,1
PROM1,NA
GCFC2,0
P2RY2,NA
HCN2,NA
IGFBP1,1
CA9,NA
KATNAL2,NA
COX6C,1
STRA6,NA
MC5R,NA
CHST3,NA
CMC2,0
HMX3,NA
NDUFS5,NA
TNNT3,NA
MICOS13,0
DPF3,NA
TMEM70,NA
DNAJC19,NA
PGS1,NA
S100A11,NA
TCTA,NA
TMEM62,0
HNMT,NA
PIK3C2A,NA
EIF1AY,NA
GPRC5C,NA
ZNF664,NA
SPIC,NA
MRPL16,NA
DAZL,NA
PTPRD,1
IPO11,NA
PLCD4,0
RAB36,NA
SPIRE1,0
RNF6,NA
MFAP4,NA
CDH13,1
PPP2R2C,NA
MARC1,0
CBFA2T3,1
SLC35A5,0
ANKMY2,0
DRD3,NA
SCML1,NA
NSRP1,NA
SEC31B,NA
BAZ1A,1
AMTN,NA
CDKN1C,NA
TAF5L,0
CHRNA5,1
STS,NA
PCLAF,0
SPOCK1,0
CD93,0
CPS1,NA
FSTL3,1
COLGALT2,NA
LLGL1,NA
TIGD1,NA
VASH1,0
MAGEE1,NA
EVC2,NA
S100A16,NA
PPP2R1B,NA
TIAM2,NA
SENP6,NA
ZBTB44,0
MPZL1,NA
RAP1GAP2,0
PRDM13,NA
STX10,NA
PIPOX,NA
FCRL2,0
ASF1A,NA
BTAF1,NA
SCAF8,NA
ZNF200,NA
PAQR7,NA
CYFIP2,NA
NUP188,NA
GTF2H4,NA
HSPB9,NA
NIPA2,NA
ACO1,NA
NEURL1,NA
GPATCH1,0
RDH11,NA
GMPS,1
AKAP11,NA
SEZ6,NA
LYPD3,NA
TMEM39B,0
MNT,NA
PLB1,NA
IDH3B,NA
TMEM144,0
CSNK1G1,NA
MT1A,NA
KCNK4,NA
CCL3,NA
PSAT1,NA
ZNF696,0
ZNF521,1
CEMP1,NA
EML2,NA
GPN1,0
SUN1,0
POU3F3,NA
NARS,NA
PNMT,NA
SCO1,NA
GMEB1,NA
SYPL1,NA
CREB3L2,1
RBP5,NA
MTTP,0
SESN1,NA
HARS2,NA
ATP1B3,NA
ATP8B2,NA
IL36RN,NA
ITSN2,NA
OR5F1,NA
SZT2,NA
ZDHHC9,NA
DDR2,1
HMGCL,NA
CRHR2,NA
HSPB6,NA
SLC4A1AP,NA
COX4I1,NA
SCN3A,NA
AOPEP,0
ZNF12,NA
TMEM186,0
MT1X,NA
TOMM7,NA
TOMM22,NA
RPAP2,NA
ZNF415,0
MPIG6B,0
NR2F2,NA
KCNRG,NA
NAA50,0
TEX19,NA
SLC43A2,NA
DARS2,NA
PAIP2,NA
PABPC5,NA
DTX4,NA
CAMSAP3,NA
RAB34,NA
MKX,NA
ENTPD4,NA
LMF2,0
SMPD4,NA
SRFBP1,NA
BLID,NA
ZNF282,NA
CES1,NA
ST3GAL1,0
TNFRSF21,0
TAX1BP3,NA
CDH16,NA
G6PC,NA
BECN2,NA
CEND1,NA
GIMAP8,NA
PARP10,0
DACH2,NA
SNX13,NA
AP3S2,NA
GTF3A,NA
NOL10,NA
DNAJB4,NA
YIPF5,NA
LANCL1,NA
EXTL1,NA
PRM2,NA
LAMA5,NA
ATP5MC3,0
NEUROG1,NA
AKAP4,NA
EPN3,NA
SIPA1L1,NA
LY6H,NA
NDUFA6,NA
RRS1,NA
SPTSSB,NA
AGO4,NA
INVS,NA
ZPBP,NA
GPR89B,NA
SLC6A2,NA
ZHX2,NA
DISP1,0
NMNAT2,NA
TMOD4,NA
SF3B6,0
MGAT4D,0
RAPSN,NA
CMPK1,NA
YPEL3,NA
GPR108,0
CYP21A2,NA
LYPD5,0
NAA30,NA
NAA35,0
SH3PXD2B,NA
RFFL,NA
DMRTC2,NA
SOX15,NA
RAPGEF6,NA
MPP7,NA
GDF9,NA
SRP19,NA
GPX4,NA
FEM1A,NA
ZNF37A,NA
NFIC,NA
ZNF276,0
SI,NA
HIST3H2A,NA
COL2A1,1
HYAL1,NA
SLC23A2,NA
PDK2,NA
NTNG2,0
SPON1,NA
CAB39L,NA
PCSK4,NA
HTR5A,NA
STK33,NA
HSD17B7,NA
CA1,NA
MYH13,NA
CLDN16,NA
SDC3,NA
ATP2A1,NA
MYOC,NA
IGFBP2,NA
LRRC26,NA
SMOC1,NA
SCARB2,NA
PIR,NA
MNDA,NA
ZNF32,NA
UNG,NA
CAPN11,NA
PARG,NA
HINFP,NA
PNLIPRP1,NA
JPT1,0
AGT,NA
CHST11,1
TESMIN,0
CLCN3,NA
TNK1,NA
TAF6,NA
CCDC62,NA
CPE,NA
ZDHHC24,0
NPAT,NA
KCNMB4,NA
KCNMB1,NA
NRXN1,NA
MYO10,NA
MIB2,NA
NFS1,NA
PLSCR2,NA
LYPD1,NA
MRPL14,NA
ZNF257,NA
HOXD3,NA
KCNIP1,0
TFB1M,NA
ZSCAN5B,0
CAPRIN2,NA
MPRIP,NA
TLE6,NA
ZNF652,NA
RPL36A,NA
SDHAF1,NA
GSTT2B,0
SLC1A2,NA
NOVA1,NA
CACNA1F,NA
FBN2,NA
SYT7,NA
STAB1,0
PLCB3,NA
ABHD17A,NA
GPC4,NA
MTG1,0
PHF10,NA
GSS,NA
FASTKD2,NA
ACSL6,1
HLA-DPB1,NA
TMEFF2,NA
BPNT1,NA
SPIN1,0
KLK3,1
OGG1,1
FAM171B,NA
MSI1,NA
CHRD,NA
ATP1A3,NA
UNC13A,NA
ABCA2,NA
OTOF,NA
S1PR1,NA
SASS6,NA
SLC27A4,NA
CLCN6,NA
DENND1C,NA
MAP7,NA
SEC22C,NA
PHKA1,NA
MTMR4,NA
GMIP,NA
LMBRD1,NA
PLPP3,NA
CD14,NA
UPK3A,NA
MS4A6A,NA
COG8,NA
TAF8,0
KIF21B,NA
NR6A1,0
DDX4,NA
PRKAG3,NA
ATMIN,NA
RTP4,NA
CYP2E1,NA
ALKBH7,NA
PTP4A2,NA
TJP3,NA
VASN,NA
SLC45A4,0
PCDHB12,NA
ESD,NA
TMEM267,0
ERCC6L2,NA
ACOT11,NA
LONP2,NA
KCNN2,NA
GLRX5,NA
GALNT12,NA
RABGAP1,NA
AQP5,NA
NHLH1,NA
DNTTIP1,NA
B3GAT1,NA
MRPL41,NA
ROBO4,NA
SLAMF8,NA
TUBA4B,0
EAPP,0
TEX101,NA
DDN,NA
TEX14,NA
NTHL1,1
GP2,NA
ATP5F1E,0
CYP17A1,1
KANSL2,NA
PCIF1,0
MRPS33,NA
SHISA5,NA
NXF5,NA
LILRB3,NA
SNAP91,NA
SLC26A1,NA
TAS2R5,NA
KRT73,NA
MT1M,0
KRTAP19-4,0
PEX2,NA
NDUFB5,NA
SERINC1,NA
BMP8B,NA
PIKFYVE,NA
DUSP8,NA
CNN1,NA
LSAMP,NA
GPR39,NA
MTHFD2L,NA
OXLD1,0
ZNF844,NA
MED26,NA
